,user_id,in_reply_to_user_id
8212,14667729,1975777561
8214,388063820,8.07E+17
8233,122050135,122050135
8257,603813065,2911520575
8295,353463122,353463122
8299,942340093,534779816
8303,229841284,354176623
8309,229841284,8.43E+17
8327,7.56E+17,3221957964
8332,7.56E+17,3221957964
8340,7.56E+17,7.56E+17
8386,1869365360,1733467884
8398,9.02E+17,262107714
8421,8252602,4039941853
8465,92376180,7.60E+17
8491,114584062,161163433
8500,9.21E+17,78724476
8509,9.21E+17,4039941853
8517,2402890705,4429531393
8521,4429531393,2402890705
8525,2402890705,4429531393
8528,14941817,4039941853
8531,4429531393,4429531393
8533,4429531393,4429531393
8536,2497064084,8.32E+17
8558,2814040284,2814040284
8559,2814040284,2814040284
8563,2272138994,164070785
8571,1922243665,4124503756
8572,253597942,356210545
8586,8.18E+17,8.72E+17
8588,2592522606,2592522606
8592,1419966026,3914715432
8599,2592522606,161163433
8600,382474923,8.18E+17
8618,8.58E+17,15709150
8629,89239946,89239946
8645,3368349226,3153187677
8646,382474923,8.18E+17
8652,7.48E+17,2999158160
8663,9.21E+17,8.07E+17
8665,16106584,19537801
8716,8.73E+17,8.72E+17
8724,8.96E+17,2724363726
8744,1054306639,2436389418
8747,1000678674,7.99E+17
8770,519246509,78724476
8811,95506280,95506280
8872,8499732,77346069
8873,7.55E+17,8.44E+17
8887,2355244596,9.13E+17
8908,3010312991,490687640
8916,8.26E+17,8.73E+17
8917,8.65E+17,165944767
8925,292440657,544321302
8926,707841024,24810739
8927,544321302,1543686456
8934,32677335,909460368
8956,9.22E+17,262845998
8984,305433319,2586377694
8989,2586377694,305433319
8990,7.82E+17,8.72E+17
8993,237572596,19331721
8995,305433319,2586377694
8998,2575007515,65974890
8999,8.20E+17,23046474
9005,909113317,3420477195
9012,9.08E+17,2955460223
9015,8.47E+17,8.47E+17
9017,1158473863,4571328341
9028,3405591291,32652567
9041,2810395514,2951963678
9042,8.59E+17,4571328341
9047,172082238,32652567
9064,8.15E+17,7.60E+17
9075,8.80E+17,91042156
9079,2738046367,8.42E+17
9081,4198141815,284565044
9094,866937038,909460368
9096,8.76E+17,746578496
9097,909460368,866937038
9099,21063394,39344374
9100,8.32E+17,65974890
9101,909460368,866937038
9105,164349995,3305755597
9106,2738046367,8.42E+17
9108,4198141815,284565044
9118,8.21E+17,7.97E+17
9120,634338292,9.07E+17
9124,7.97E+17,8.21E+17
9132,2738046367,8.42E+17
9134,909460368,866937038
9138,2738046367,8.42E+17
9139,909460368,866937038
9141,2738046367,2738046367
9142,8.89E+17,2440647629
9147,2564414675,19576148
9152,1615788481,7.83E+17
9155,7.16E+17,2951963678
9157,8.42E+17,299158008
9159,793453176,14155052
9162,2440647629,22996742
9164,61062008,13783772
9167,2564414675,19576148
9170,3290118289,15070269
9173,4174522154,936981026
9179,540379337,39344374
9185,1958752104,176437833
9196,4198141815,105824690
9197,2774188688,2951963678
9200,2586934003,70295497
9201,8.98E+17,65974890
9202,7.37E+17,8.06E+17
9204,299158008,8.42E+17
9207,186533773,186533773
9210,188414672,454521240
9219,864090907,65974890
9232,312503188,815625522
9233,2239306808,73383259
9234,305433319,3102255530
9236,7.02E+17,11928542
9237,8.83E+17,7.60E+17
9238,2239306808,8.54E+17
9240,4861943671,65974890
9250,2239306808,150102533
9251,1611995112,1563611642
9253,331418800,59262114
9256,4198141815,215508074
9260,4127500633,4127500633
9266,2984463587,7.60E+17
9268,1563611642,2853725270
9274,4191974301,7.56E+17
9275,2167929986,481039712
9279,2307192068,90808102
9285,2593706066,2951963678
9291,9.23E+17,8.72E+17
9300,7.13E+17,7.35E+17
9302,215508074,215508074
9303,215508074,215508074
9306,215508074,215508074
9311,215508074,215508074
9312,215508074,215508074
9314,59080395,282371758
9315,305433319,538645723
9316,215508074,215508074
9320,58946675,8.88E+17
9321,8.76E+17,14166235
9327,7.97E+17,7.97E+17
9341,444534532,9.17E+17
9366,8.32E+17,1706302074
9373,3306492116,7.03E+17
9379,16787257,14173315
9390,139547683,14155052
9391,8.32E+17,14173315
9398,16734517,2999158160
9399,2794782427,2951963678
9400,8.69E+17,2244261294
9402,8.25E+17,180262214
9412,151348322,1498951
9416,9.15E+17,14529929
9420,1458908486,1458908486
9422,8.33E+17,14817768
9427,8.33E+17,14817768
9438,7.78E+17,168717945
9439,7.25E+17,384560959
9445,8.20E+17,3391923453
9447,7.85E+17,7.85E+17
9450,312503188,312503188
9460,3885858613,3069068019
9461,2858665159,936981026
9466,3484459758,9.22E+17
9469,312503188,312503188
9481,2617692338,83339474
9485,316904219,7.59E+17
9493,195858236,8.16E+17
9494,87554706,110111500
9510,164349995,7.59E+17
9511,14587109,14587109
9518,7.59E+17,7.69E+17
9519,7.69E+17,7.59E+17
9528,3138449127,14155052
9529,3138449127,14155052
9530,8.33E+17,2192341766
9532,7.59E+17,316904219
9536,7.89E+17,7.93E+17
9550,1387190622,134931500
9554,11595372,358545917
9562,2331199484,2331199484
9565,9.24E+17,3664759814
9572,7.69E+17,7.69E+17
9573,8.22E+17,421117625
9580,3124506583,607532355
9590,607532355,103413137
9595,3124506583,7.69E+17
9598,8.98E+17,8.98E+17
9599,160015142,203580117
9605,3409899201,3409899201
9638,3023487461,17214479
9644,7.41E+17,150102533
9663,46584257,14160078
9665,7.05E+17,7.05E+17
9678,8.33E+17,14301286
9684,748016857,2927813462
9713,9.21E+17,9.21E+17
9724,607243942,2474023578
9727,2474023578,2474023578
9728,2474023578,2474023578
9733,4559127852,4478727253
9736,4478727253,4559127852
9747,7.58E+17,210956872
9756,1240535120,2598183050
9764,168717945,3818208492
9765,2841652475,7.67E+17
9789,393756935,393756935
9796,631606072,631606072
9798,2858665159,2858665159
9801,631606072,16084074
9818,2858665159,2858665159
9821,8.99E+17,4526517257
9824,4526517257,4526517257
9827,2602501218,8.72E+17
9828,3226914947,828086198
9831,2858665159,2858665159
9836,909460368,454521240
9837,39836456,8.71E+17
9841,8.33E+17,936981026
9847,2858665159,14155052
9854,280727266,15874545
9879,4449537796,14155052
9883,4837363272,1653677132
9884,614912734,8.37E+17
9888,4427538260,1563611642
9892,2951963678,14155052
9899,164349995,14290240
9900,45281719,45281719
9906,265727223,936981026
9909,8.19E+17,7.75E+17
9919,1653677132,19142022
9921,300489029,8.43E+17
9937,7.39E+17,150102533
9948,21449974,3305845775
9950,2331199484,41990886
9951,58830662,1013888640
9953,56044863,2404050464
9954,56044863,56044863
9955,3044714145,56044863
9972,7.91E+17,325747394
9973,487094457,393756935
9975,18262508,40129419
9983,88545686,413348481
9993,3084972398,936981026
10000,2368500437,14155052
10009,200918966,84816752
10011,8.25E+17,3305845775
10018,7.93E+17,14155052
10019,1524887035,2929718880
10027,265123993,265123993
10029,17787711,8.97E+17
10035,71000830,71000830
10036,8.71E+17,8.71E+17
10043,2822300431,2951963678
10045,2980735349,8.51E+17
10052,106921908,51617811
10054,3277906244,936981026
10065,8.00E+17,8.00E+17
10091,282646318,192042799
10093,3304390810,3304390810
10095,324632087,24578654
10100,8.81E+17,131344460
10154,86442557,936981026
10158,8.42E+17,9.00E+17
10165,8.44E+17,16106584
10166,9.23E+17,8.06E+17
10176,14643806,7.68E+17
10180,5526332,5526332
10186,8.68E+17,962789539
10187,3742798042,7.60E+17
10190,5526332,5526332
10192,3742798042,9.05E+17
10194,2464206528,266798057
10196,72921705,2951963678
10198,936981026,14155052
10199,8.98E+17,7445912
10204,14155052,936981026
10206,8.80E+17,91882544
10207,1606732370,1606732370
10215,9.13E+17,18262508
10223,18262508,9.13E+17
10224,2464206528,266798057
10235,2187662275,2896827218
10243,18262508,14155052
10247,936981026,14155052
10251,936981026,936981026
10260,936981026,14155052
10261,111167436,2951963678
10266,2959200639,2951963678
10274,18716201,18716201
10277,1563611642,919616118
10279,16886835,16886835
10281,319534713,185070700
10288,9.16E+17,464620194
10292,2973346066,42927210
10295,2368475342,14155052
10297,8.02E+17,8.27E+17
10302,89765059,3921176183
10308,8.92E+17,35039490
10310,1912225345,1011480529
10317,2974750750,8.73E+17
10325,282646318,89707677
10336,4658741901,4658741901
10369,8.55E+17,2605915484
10371,7.13E+17,117401797
10381,932092225,16106584
10382,76181029,76181029
10388,7.91E+17,3327516764
10389,175232452,24469899
10392,432677873,446364589
10407,7.62E+17,8.72E+17
10425,15313645,465655179
10440,2810395514,1356030014
10481,4198141815,70466918
10484,70466918,4198141815
10499,404489561,8.72E+17
10512,193698236,3107110095
10514,8.33E+17,8.33E+17
10517,3271904619,8.72E+17
10519,9.13E+17,8.72E+17
10520,8.72E+17,354176623
10522,404489561,404489561
10523,404489561,404489561
10524,404489561,8.72E+17
10530,2810864653,2810864653
10538,4198141815,4198141815
10544,8.72E+17,8.72E+17
10545,4612304957,56768257
10558,2790763692,2790763692
10559,4198141815,4198141815
10562,2814040284,2814040284
10563,2814040284,2814040284
10565,328917493,1004731904
10569,4198141815,334517485
10574,404489561,8.72E+17
10575,8.72E+17,3271904619
10585,4198141815,4198141815
10587,3005943187,7.60E+17
10603,161163433,161163433
10623,522522699,56768257
10626,8.30E+17,499230066
10636,7.28E+17,50310312
10642,19015287,19015287
10648,99587821,99587821
10653,99587821,99587821
10663,2877074690,134931500
10670,1037908046,3255492425
10675,374227012,250627100
10690,2355244596,164349995
10694,164349995,2927250157
10698,2757793657,9.03E+17
10700,7.20E+17,7.20E+17
10705,2757793657,16906660
10707,7.20E+17,2334725995
10717,2790763692,2790763692
10722,256182493,16106584
10732,8.70E+17,1733467884
10749,6788312,69836643
10753,8.10E+17,8.10E+17
10763,408686208,298942872
10768,16321474,436258865
10800,7.91E+17,2824687214
10817,301784687,9.05E+17
10818,142709459,8.92E+17
10823,151348322,8.02E+17
10832,267634630,7.92E+17
10845,51266230,19091173
10858,163522127,163522127
10862,1717036381,1717036381
10897,2738046367,8.73E+17
10919,429523010,429523010
10923,2772798101,33057171
10925,32677335,33057171
10928,51266230,7.32E+17
10930,2841652475,7.86E+17
10933,236999820,16106584
10951,524817828,2546258378
10977,3131037341,2207915253
10979,3072040987,7.39E+17
10982,190516402,467768464
11013,2790105439,16906660
11014,2593706066,467768464
11021,2274342984,7.94E+17
11023,159029953,2812758328
11026,2158342332,248478594
11031,2576044315,62187990
11048,2355244596,357142859
11051,2355244596,51266230
11058,2975073528,151871519
11067,349474275,349474275
11111,2508354913,3345895211
11130,8.70E+17,8.70E+17
11132,3345895211,2604203628
11153,3617510720,3617510720
11155,8.08E+17,2325082608
11156,2900417861,122978465
11169,1604502066,1547012486
11176,1547012486,1604502066
11178,3291922358,3291922358
11199,1423235066,25235151
11212,223304261,1190389285
11222,8.47E+17,598601483
11230,3305845775,3305845775
11232,2533245223,2889984516
11236,48725900,2165075370
11238,7.16E+17,8.48E+17
11240,9.20E+17,8.50E+17
11254,2846136124,2846136124
11299,2492551465,2889984516
11305,9.11E+17,2889984516
11320,14794357,23335863
11323,757698930,2952360395
11325,9.10E+17,7.44E+17
11332,1889011345,1563464372
11371,3005943187,7.16E+17
11376,8.91E+17,16106584
11384,3005943187,3005943187
11390,9.15E+17,1104287160
11392,3005943187,2207915253
11403,164349995,8.43E+17
11414,164349995,500780948
11425,14836662,14155052
11436,2663556464,491817984
11444,7.39E+17,7.39E+17
11445,164349995,7.39E+17
11447,8.28E+17,23818581
11474,3391423107,14173315
11485,3391423107,14173315
11488,57677984,48095602
11493,441251850,441251850
11494,235739862,14155052
11500,251512062,1322887752
11504,251512062,1322887752
11507,8.98E+17,467768464
11509,14155052,48485771
11510,251512062,1322887752
11513,14155052,48485771
11521,26025129,266557632
11565,8.73E+17,8.73E+17
11570,8.73E+17,7.29E+17
11590,8.02E+17,142427206
11608,2593706066,109640315
11613,372078673,372078673
11617,109640315,18643437
11620,469086244,18643437
11625,302932701,302932701
11626,282646318,26025129
11650,2359880569,2814092397
11655,8.02E+17,142427206
11676,568690375,92599101
11685,3417281,133318766
11702,2593706066,109640315
11712,865452426,18643437
11720,4662420975,18643437
11724,2593706066,424806929
11747,393756935,393756935
11751,2852724185,3412057409
11753,2593706066,8.04E+17
11755,35975592,15709150
11767,51266230,248478594
11776,598064110,7.60E+17
11810,46584257,46584257
11822,1178882917,1178882917
11852,3166107756,7.13E+17
11856,8.21E+17,363343293
11870,265592480,7.60E+17
11880,43007858,43007858
11904,2782394828,467768464
11921,2889984516,4228839565
11933,2837497140,7.60E+17
11942,2950999113,133202831
11951,44217622,1071777608
11967,8.79E+17,16106584
11978,2573502541,8.22E+17
11982,7.61E+17,19217369
11987,298329790,298329790
11992,3412057409,8.76E+17
11994,2593706066,7.20E+17
12003,3403753307,8.92E+17
12013,3107789626,3107789626
12020,3063436536,1372426638
12021,1486614217,1324139286
12023,2164014962,8.36E+17
12029,2830746763,2877151045
12046,52471840,16906660
12051,324243377,160801409
12052,1575861367,3013197303
12076,2593706066,16106584
12080,385844173,9.25E+17
12083,1575861367,3013197303
12095,1575861367,3013197303
12109,1563643716,9.05E+17
12117,2189492365,22703645
12132,2189492365,14173315
12162,366256329,14339383
12164,254138797,854853583
12173,385844173,9.05E+17
12192,9.17E+17,9.17E+17
12198,2963992696,28954941
12199,7.08E+17,14173315
12200,7.08E+17,14173315
12231,8.66E+17,8.41E+17
12280,3186883325,26585095
12312,47064527,16906660
12313,18692815,16906660
12317,7.08E+17,52419540
12318,7.08E+17,52419540
12321,487094457,14173315
12331,7.08E+17,14173315
12345,487094457,16906660
12349,321048380,321048380
12373,7.08E+17,14173315
12381,7.08E+17,14173315
12382,2706423577,2706423577
12424,14898855,34853
12434,7.08E+17,14173315
12440,50892034,50892034
12444,34853,14898855
12460,7.08E+17,56768257
12462,7.08E+17,56768257
12464,7.08E+17,14173315
12468,4811090693,14291684
12472,7.08E+17,14173315
12473,7.08E+17,14173315
12481,66361438,66361438
12484,8.48E+17,8.48E+17
12493,8.48E+17,8.48E+17
12494,469539739,14173315
12505,1575861367,64353911
12515,467768464,486013148
12517,1100999599,189782120
12521,4625939480,252731972
12541,8.53E+17,8.43E+17
12542,533954747,9.05E+17
12587,3882726629,7.38E+17
12597,8.75E+17,9.05E+17
12598,195858236,228661663
12599,7.41E+17,7.60E+17
12600,193698236,2951963678
12613,9.14E+17,3063615107
12614,21449974,9.05E+17
12615,3072770230,2951963678
12621,195858236,228661663
12625,4811090693,70295497
12629,2248885669,9.05E+17
12638,9.19E+17,9.05E+17
12641,50792401,14173315
12642,7.08E+17,27491049
12643,7.08E+17,14173315
12645,7.08E+17,14173315
12656,1494095148,1494095148
12699,8.64E+17,3018742509
12710,8.65E+17,8.65E+17
12716,4198141815,4198141815
12722,2386648014,7.60E+17
12753,2447506808,56768257
12775,21853734,435480404
12777,4198141815,4198141815
12789,228661663,8.08E+17
12790,2810611336,2374449186
12797,4228839565,4228839565
12798,3044949722,2374449186
12801,3387199420,14173315
12803,3908347578,7.60E+17
12805,2605915484,2810864653
12806,357142859,7.60E+17
12807,9.19E+17,9.17E+17
12813,3403753307,7.60E+17
12818,7.15E+17,7.22E+17
12829,2374449186,2810611336
12839,2374449186,2810611336
12847,2810611336,2810611336
12855,2814040284,2814040284
12856,2814040284,2814040284
12862,2374449186,2374449186
12865,2374449186,2374449186
12869,2374449186,2374449186
12873,2593706066,9.05E+17
12874,2374449186,2374449186
12875,2810611336,2810611336
12886,2810611336,2374449186
12888,2374449186,1330375297
12893,62304775,8.76E+17
12927,8.36E+17,2951963678
12929,2274183680,435480404
12937,3882726629,83339474
12946,9.11E+17,16163639
12950,9.11E+17,16163639
12952,217163243,217163243
12963,374227012,7.99E+17
13019,374227012,7.99E+17
13024,393756935,393756935
13025,2367687707,7.83E+17
13027,393756935,393756935
13030,393756935,393756935
13033,393756935,393756935
13038,393756935,393756935
13046,2104,17344033
13071,3311767356,56768257
13073,8.36E+17,26585095
13092,7.13E+17,2207915253
13095,8.30E+17,2207915253
13118,2785301571,7.13E+17
13134,634338292,2836421
13138,2799207292,2259515006
13159,8.33E+17,16106584
13160,9.22E+17,313091751
13165,14438352,7.58E+17
13166,14438352,7.58E+17
13201,166046149,166046149
13204,112614146,38324491
13220,7.81E+17,7.81E+17
13223,151899265,9.17E+17
13238,9.13E+17,9.17E+17
13250,24469899,8.84E+17
13251,8.08E+17,8.75E+17
13256,8.08E+17,228661663
13260,8.08E+17,8.08E+17
13265,4697968778,1561484497
13278,104364150,776230196
13286,328917493,8.28E+17
13295,8.84E+17,2896827218
13299,2321698795,16267395
13303,8.84E+17,7.71E+17
13306,4870919417,988290763
13315,1078616966,7.64E+17
13318,29504110,14606079
13329,27085849,3326192506
13331,16196401,16196401
13336,628773508,628773508
13337,23209598,424806929
13338,8.20E+17,17264476
13339,3139125287,745291256
13364,269131395,3107110095
13378,2900013880,424806929
13382,17344033,2104
13392,8.26E+17,2207915253
13399,8.05E+17,8.05E+17
13430,8.56E+17,23046474
13432,2798508452,2623690121
13448,60637762,1863564511
13454,1337916584,1337916584
13467,482264475,18783993
13479,8.53E+17,8.91E+17
13485,8.79E+17,35231502
13489,16267395,164349995
13507,1949272500,14173315
13511,164349995,16267395
13521,8.79E+17,311405077
13561,16267395,2321698795
13566,111167436,7.60E+17
13571,2745353948,27085849
13573,16267395,7.60E+17
13574,164349995,111167436
13594,8.67E+17,2571977750
13595,111167436,8.91E+17
13607,16457364,3002092738
13616,164349995,17886742
13618,8.14E+17,7.71E+17
13627,4198141815,12364172
13629,1717036381,1717036381
13640,17886742,9.05E+17
13643,4207386559,162932753
13652,3072040987,7.60E+17
13663,8.26E+17,7.17E+17
13666,7.53E+17,7.46E+17
13678,229841284,229841284
13683,9.18E+17,7.86E+17
13693,3316305037,7.12E+17
13739,8.92E+17,2374665517
13740,2593706066,2321698795
13742,2757898723,7.60E+17
13756,2593706066,424806929
13792,14299885,14299885
13830,164349995,164349995
13870,2858665159,2321698795
13874,64145294,3010312991
13887,116347255,8.66E+17
13914,40129419,8.68E+17
13920,1265769998,7.60E+17
13943,8.42E+17,8.48E+17
13946,3074643279,2321698795
13952,7.54E+17,7.60E+17
13962,2321698795,2321698795
13974,9.24E+17,2731097840
13986,2321698795,2321698795
13993,2321698795,2321698795
13996,93702505,3160561052
14005,2311435027,426525328
14016,22319310,19217369
14022,9.24E+17,9.05E+17
14034,904513656,7.60E+17
14035,3160561052,424806929
14053,23046474,7.71E+17
14065,2877074690,8.09E+17
14066,3297102393,7.60E+17
14068,7.60E+17,7.60E+17
14089,1149692724,381091598
14095,18692815,2836421
14103,1949272500,9.05E+17
14111,2497064084,1447639028
14122,381091598,300642262
14134,2355244596,1447639028
14142,1877252898,7.18E+17
14148,2355244596,9.05E+17
14155,1949272500,1949272500
14175,2897907727,2897907727
14189,119815139,3106787658
14192,9.20E+17,3106787658
14200,1563464372,1563464372
14202,3223001693,14242376
14203,3106787658,3106787658
14207,1563464372,7.92E+17
14208,116347255,3061210992
14227,164349995,3562421
14243,8.30E+17,8.45E+17
14254,3562421,3562421
14306,8.98E+17,439555636
14308,14299885,7.56E+17
14328,753994880,3065922244
14332,3302937423,426525328
14337,125365358,27085849
14338,390941970,390941970
14339,519985383,4773260973
14354,2706423577,9.05E+17
14356,344209049,2889301018
14362,7.87E+17,7.71E+17
14372,519985383,4773260973
14385,195858236,1545093056
14393,8.33E+17,360969812
14395,2739495449,7.34E+17
14402,733803,3198817637
14403,426525328,9.05E+17
14406,2745739767,2658812419
14412,158815850,8.00E+17
14414,1545093056,9.21E+17
14415,2745739767,2658812419
14419,29372998,29372998
14420,519985383,519985383
14436,8.36E+17,2951963678
14437,7.35E+17,226346115
14449,849653762,8.16E+17
14468,2350941501,15735817
14497,3070406514,16106584
14502,1536600704,360969812
14507,9.24E+17,9.07E+17
14508,360969812,1536600704
14511,2593706066,9.05E+17
14512,2870315974,1536600704
14531,3742798042,3742798042
14534,1296254912,1296254912
14538,1629667927,1629667927
14540,8.80E+17,8.80E+17
14543,325949439,8.26E+17
14557,1563464372,2545156620
14558,3419850585,3419850585
14566,2571342366,2571342366
14569,18497395,56768257
14585,564130687,56768257
14586,8.08E+17,228661663
14594,7.06E+17,2179481667
14611,385844173,7.71E+17
14612,385844173,56768257
14613,9.11E+17,16106584
14649,313341692,4100104581
14671,2457511662,528680554
14673,2294992634,55050779
14733,196404316,747382812
14734,99348139,8.19E+17
14739,2793066487,2793066487
14740,2793066487,2793066487
14745,2793066487,2793066487
14749,2793066487,2793066487
14750,2793066487,2793066487
14752,2793066487,2793066487
14754,2793066487,2793066487
14755,2793066487,2793066487
14757,2793066487,2793066487
14767,2793066487,2793066487
14770,2793066487,2793066487
14773,2793066487,2793066487
14774,2793066487,2793066487
14776,2793066487,2793066487
14778,2793066487,2793066487
14780,2793066487,2793066487
14781,2793066487,2793066487
14782,2793066487,2793066487
14784,2793066487,2793066487
14785,2793066487,2793066487
14786,2793066487,2793066487
14787,2793066487,2793066487
14788,2927813462,23917829
14789,2793066487,2793066487
14791,2793066487,2793066487
14800,16563147,16563147
14811,471377703,542634731
14824,4429531393,2592153931
14826,2942926391,7.94E+17
14838,2942926391,7.94E+17
14853,111167436,2793066487
14866,8.12E+17,2666936809
14898,3255856068,7334062
14899,2814040284,2814040284
14900,2814040284,2814040284
14901,439267102,7.71E+17
14926,8.30E+17,8.86E+17
14939,979693926,56768257
14968,2804329145,473504628
14976,2983883508,1684625450
14983,228661663,1803006702
14987,8.26E+17,102600230
14992,3400703591,1722978865
15008,74405951,6351572
15013,81946510,21946225
15068,8.98E+17,16106584
15072,8.90E+17,22493135
15073,22493135,22493135
15100,1089808014,56768257
15109,3018053592,56768257
15160,8.91E+17,7.71E+17
15179,51266230,15070269
15202,251865403,21452880
15217,3362754372,2789857374
15232,4443451756,2276667542
15236,3242171726,16106584
15237,2904814125,2719079490
15248,9.05E+17,16106584
15278,64145294,16106584
15328,352101645,3741126736
15333,164349995,9352242
15335,9352242,1558996520
15374,55050779,606592561
15388,2411290603,2411290603
15402,7.22E+17,8.66E+17
15403,7.22E+17,1296254912
15429,8.67E+17,8.67E+17
15434,2842094181,8.60E+17
15436,55312926,55312926
15437,8.67E+17,2731097840
15438,3047253051,8.66E+17
15442,8.67E+17,8.67E+17
15451,164349995,8.84E+17
15456,164349995,7.14E+17
15463,1197037934,1197037934
15465,7.14E+17,275705822
15470,734197130,2951963678
15481,6131952,15207358
15491,1979084718,100136358
15493,8.29E+17,60642052
