,user_id,in_reply_to_user_id
15499,8.29E+17,60642052
15507,164349995,2596659379
15510,2596659379,7.97E+17
15514,9.04E+17,402181258
15516,2882688474,2731097840
15537,1684625450,1684625450
15538,519985383,519985383
15544,35039044,35039044
15545,35039044,35039044
15550,1684625450,1684625450
15555,3422978644,1684625450
15557,4127500633,358545917
15562,1684625450,1684625450
15563,1891898588,231233414
15571,2904870923,20031359
15578,1173601844,788363167
15579,8.85E+17,9.13E+17
15582,510782248,510782248
15585,1684625450,1684625450
15588,8.28E+17,7.71E+17
15594,510782248,510782248
15600,510782248,510782248
15602,8.74E+17,60642052
15617,29372998,29372998
15626,89286461,2334166825
15636,89286461,2334166825
15637,9.15E+17,56768257
15650,8.88E+17,8.88E+17
15653,2842094181,2842094181
15655,7.68E+17,7.71E+17
15663,132043751,3107110095
15671,1194589159,7.71E+17
15684,2530819766,7.71E+17
15688,8.73E+17,455261114
15749,105055218,105055218
15760,33356148,7.71E+17
15763,325949439,8.27E+17
15774,236999820,8.54E+17
15783,3094810701,3413279938
15799,591707827,3107789626
15805,201290607,3107110095
15808,51266230,319603324
15809,248111082,3243623863
15815,562277996,8.53E+17
15818,121853848,47124388
15823,22420008,56768257
15845,8.81E+17,3138925188
15855,14941817,188587219
15875,2273832222,7.71E+17
15876,164349995,3151312570
15879,3151312570,2793066487
15884,7.94E+17,7.60E+17
15893,1363448052,229841284
15910,9.16E+17,40827893
15927,15402816,15402816
15934,962789539,962789539
15942,2738477151,2738477151
15951,50938371,4709229663
15968,3769026868,1077339504
15972,3769026868,1077339504
15974,563318843,3105469807
15998,2425120992,444740318
15999,466344377,43754642
16008,9.06E+17,2882688474
16011,4263764172,9.07E+17
16014,8.67E+17,229841284
16025,7.73E+17,45784061
16032,874247498,43754642
16033,2882688474,2731097840
16067,3018803003,1361008842
16070,2533245223,8.50E+17
16080,7.97E+17,2427399818
16085,2842214520,2427399818
16099,28954941,561363429
16103,8.07E+17,7.13E+17
16106,7.26E+17,166240143
16129,8.77E+17,9.16E+17
16132,2974750750,2974750750
16149,9.11E+17,9.09E+17
16153,2740936898,2740936898
16172,9.24E+17,7.97E+17
16181,9.12E+17,7.39E+17
16187,419367459,419367459
16189,8.51E+17,8.89E+17
16195,2240470061,7.35E+17
16217,1541096257,3301090771
16242,7.83E+17,20479813
16259,83765450,7.97E+17
16264,7.34E+17,7.71E+17
16277,8.92E+17,274109065
16280,2942926391,7.97E+17
16283,2942926391,2998899257
16295,8.21E+17,298942872
16313,22166232,37660122
16320,7901102,429523010
16321,444534532,749129797
16329,9.09E+17,7.71E+17
16338,7.61E+17,56768257
16340,8.95E+17,7.71E+17
16342,89159258,4571328341
16345,9.11E+17,2698297343
16359,1619065728,56768257
16380,18076440,18076440
16381,8.54E+17,7.93E+17
16386,2810395514,9.09E+17
16387,18076440,18076440
16394,2393620658,2919308995
16413,2814040284,2814040284
16414,2814040284,2814040284
16419,8.54E+17,8.73E+17
16522,2793066487,2793066487
16532,2793066487,7.97E+17
16536,2958178009,2958178009
16549,7.94E+17,8.94E+17
16555,369741860,7.71E+17
16587,17956471,3720480263
16590,393756935,393756935
16596,393756935,393756935
16609,393756935,393756935
16622,393756935,393756935
16623,7.13E+17,7.97E+17
16624,393756935,393756935
16630,393756935,393756935
16632,2785446020,2571977750
16638,393756935,393756935
16641,8.87E+17,8.73E+17
16656,1963376288,154376291
16657,9.13E+17,9.13E+17
16663,8.63E+17,3000319694
16668,393756935,2790113098
16683,393756935,393756935
16685,1611995112,1611995112
16687,1611995112,2240470061
16689,1252271881,2571977750
16698,349937583,429523010
16699,3000319694,7.39E+17
16734,1037766170,3221957964
16750,3221957964,3107110095
16765,277845600,56768257
16768,9.12E+17,16106584
16796,4862611007,112614146
16797,8.21E+17,2946391534
16798,4862611007,112614146
16799,4862611007,112614146
16802,4862611007,112614146
16808,62063303,3219944390
16809,4862611007,112614146
16845,863954665,21728303
16847,3027120779,56768257
16860,952899468,19313066
16862,952899468,9.13E+17
16879,4862611007,112614146
16886,19313066,240946410
16893,240946410,7.71E+17
16896,9.13E+17,56768257
16898,17028578,7.71E+17
16899,207638718,56768257
16900,111167436,8.86E+17
16911,9.03E+17,8.67E+17
16912,51266230,2588321996
16922,3166107756,3166107756
16924,17998926,7.97E+17
16932,8.14E+17,28954941
16964,28597450,3422978644
16965,2602501218,8.41E+17
16982,28597450,28597450
16983,8.48E+17,7.97E+17
16989,1355174486,7.97E+17
16990,67879486,7.71E+17
17020,3112342244,557563
17029,23931804,7.57E+17
17034,2571977750,2571977750
17035,7.57E+17,23931804
17041,8.58E+17,7.71E+17
17042,7.22E+17,7.22E+17
17043,9.13E+17,557563
17046,3438573839,2690765510
17049,47319241,1651858110
17054,386816937,7.97E+17
17060,112614146,8.76E+17
17062,7.40E+17,56768257
17078,2837685803,7.97E+17
17081,557563,3112342244
17088,7.97E+17,8.89E+17
17091,4423997592,2474023578
17094,1651858110,7.97E+17
17095,55883048,159708757
17100,7.97E+17,580543451
17107,7.97E+17,8.86E+17
17125,1363448052,732079940
17133,7.76E+17,2474023578
17134,274109065,9.09E+17
17140,3552850516,8.30E+17
17155,9.00E+17,8.52E+17
17159,8.44E+17,1252571708
17169,8.42E+17,253708194
17171,8.94E+17,7.23E+17
17172,8.57E+17,420810311
17202,8.70E+17,7.71E+17
17210,1149600259,56768257
17217,8.30E+17,56768257
17220,7.28E+17,56768257
17234,279359839,56768257
17242,119545012,3430650405
17247,47064235,53979469
17257,274109576,2951963678
17275,4862611007,112614146
17279,8.99E+17,14591339
17299,9.22E+17,3008417929
17313,28544480,56768257
17321,7.17E+17,1004731904
17338,7.31E+17,7.71E+17
17339,2959191198,7.97E+17
17341,1177304034,7.97E+17
17346,197042544,16106584
17370,8.59E+17,56768257
17376,7.56E+17,7.56E+17
17378,7.17E+17,7.71E+17
17381,3366147743,89765059
17386,37935185,17264476
17401,2541223472,2541223472
17409,4228839565,4228839565
17441,4228839565,4228839565
17475,7.44E+17,56768257
17488,8.28E+17,8.66E+17
17497,3432944113,8.42E+17
17505,2413467890,196168350
17508,8.88E+17,8.70E+17
17513,289845383,7.71E+17
17514,8.99E+17,7.71E+17
17531,8.27E+17,56768257
17534,209189571,7.97E+17
17541,3457078040,56768257
17542,624958794,7.71E+17
17543,928614380,56768257
17560,8.89E+17,7.71E+17
17573,78233414,56768257
17586,25136621,56768257
17593,35231502,65016988
17596,8.84E+17,7.97E+17
17617,2840106155,1408491301
17624,1061799661,56768257
17625,8.53E+17,3669231501
17676,8.50E+17,56768257
17698,8.70E+17,8.70E+17
17700,8.70E+17,8.70E+17
17709,35565544,3403753307
17720,3403753307,35565544
17727,4165773914,4165773914
17741,164349995,1463111
17763,7.12E+17,8.78E+17
17764,3246079228,9.07E+17
17773,46331074,8.86E+17
17782,164349995,1463111
17789,164349995,1463111
17796,8.68E+17,56768257
17805,8.27E+17,16106584
17808,2541223472,61662979
17820,9.15E+17,256882188
17829,9.24E+17,8.33E+17
17840,36760760,36760760
17842,36760760,1363448052
17863,164349995,3183373562
17873,279897935,45281719
17874,181721442,7.97E+17
17876,3351297111,8.78E+17
17878,7.63E+17,7.58E+17
17880,18531766,24034702
17900,8.53E+17,56768257
17907,8.86E+17,7.71E+17
17909,7.30E+17,7.30E+17
17912,7.30E+17,7.30E+17
17951,208078027,56768257
17962,1574004006,56768257
17967,8.48E+17,8.48E+17
17971,1430957773,1702797295
17973,8.48E+17,8.48E+17
17976,8.15E+17,56768257
17986,23423005,23423005
17990,64131711,626729461
17991,3391423107,56768257
17995,296596887,56768257
18009,3352406494,35231502
18012,8.23E+17,8.97E+17
18014,8.73E+17,56768257
18032,8.30E+17,7.71E+17
18033,702487108,281877818
18038,8.37E+17,56768257
18040,2409118926,56768257
18053,2846136124,3106787658
18063,2416448082,56768257
18068,8.65E+17,7.71E+17
18088,8.14E+17,20776597
18090,1525744884,56768257
18103,3018803003,866937038
18106,3029122823,16106584
18113,2484299220,16106584
18137,7.94E+17,8.33E+17
18141,8.03E+17,9.07E+17
18142,2919854896,7.97E+17
18143,7.13E+17,7.97E+17
18168,8.79E+17,56768257
18181,113098434,17214479
18190,2563502107,8.86E+17
18194,318069041,717871956
18199,14203895,108048373
18208,282100848,3029122823
18211,8.68E+17,2488096033
18213,7.34E+17,56768257
18223,1442814872,56768257
18227,3404287505,1486258771
18239,1869951139,9.07E+17
18252,8.83E+17,8.83E+17
18256,8.83E+17,8.66E+17
18267,443823461,2430747229
18275,9.14E+17,1258447633
18311,443823461,2430747229
18313,3001528310,16106584
18316,3137072504,7.97E+17
18317,8.28E+17,7.97E+17
18319,7.43E+17,56768257
18341,8.18E+17,7.71E+17
18345,7.50E+17,7.97E+17
18360,1430957773,1702797295
18363,909460368,56768257
18368,8.86E+17,546245607
18377,3306319892,9.13E+17
18387,8.41E+17,4893274648
18389,35231502,193698236
18390,3204713968,8.67E+17
18392,8.31E+17,2271896005
18401,348228781,56768257
18412,7.35E+17,56768257
18414,2778280431,8.33E+17
18416,252025290,7.71E+17
18417,1063797278,4893274648
18419,2778280431,16106584
18442,8.98E+17,7.97E+17
18448,76181029,717871956
18461,8.90E+17,9.13E+17
18470,2210422501,909919380
18475,9.11E+17,159708757
18480,8.05E+17,201936181
18485,985563240,7.71E+17
18488,8.70E+17,8.88E+17
18493,9.13E+17,7.60E+17
18508,2942926391,56768257
18515,7.86E+17,56768257
18524,293470702,8.33E+17
18535,78810716,78810716
18538,576409642,56768257
18548,4226957373,3225688142
18552,1190389285,14998578
18561,394690813,7.71E+17
18565,2766054930,8.66E+17
18572,2575007515,2951963678
18573,8.77E+17,7.97E+17
18574,2990890175,16106584
18591,7.94E+17,7.94E+17
18619,7.50E+17,8.07E+17
18630,47598991,409817356
18638,2766054930,8.66E+17
18640,1235258041,1235258041
18646,8.94E+17,56768257
18648,8.60E+17,56768257
18651,2239306808,7.97E+17
18655,2240470061,7.60E+17
18658,8.34E+17,7.60E+17
18659,486013148,7.60E+17
18669,194248178,8.24E+17
18678,7.26E+17,56768257
18679,9.20E+17,7.97E+17
18686,2521161222,7.71E+17
18689,3423429441,7.97E+17
18708,9.02E+17,16106584
18725,3257409882,3257409882
18736,9.12E+17,9.12E+17
18741,9.12E+17,7.97E+17
18742,7.91E+17,7.71E+17
18755,532727261,7.97E+17
18760,176621299,56768257
18771,2430747229,7.97E+17
18774,9.02E+17,9.13E+17
18778,1684625450,15051912
18789,8.95E+17,56768257
18790,59093625,56768257
18795,81773138,717871956
18802,993543378,7.71E+17
18818,8.24E+17,8.16E+17
18826,7.55E+17,56768257
18834,2854052726,7.71E+17
18843,134931500,7.97E+17
18844,7.34E+17,56768257
18845,8.53E+17,8.53E+17
18861,8.81E+17,7.71E+17
18862,381038525,56768257
18868,3157262446,56768257
18874,7.28E+17,7.97E+17
18875,72145083,89765059
18891,9.14E+17,56768257
18905,7.13E+17,2541223472
18908,7.14E+17,16106584
18911,23931804,198779440
18913,53159161,7.97E+17
18917,4503491,3814660097
18918,20263854,20263854
18924,8.49E+17,8.49E+17
18937,308953674,56768257
18964,8.71E+17,56768257
18965,14836648,89765059
18968,8.47E+17,56768257
18981,41167751,16106584
19003,8.93E+17,7.71E+17
19022,9.02E+17,16106584
19029,2785446020,56768257
19044,2291565794,8.07E+17
19061,3387511983,8.07E+17
19071,3387511983,7.71E+17
19086,8.44E+17,7.97E+17
19087,2677927273,2677927273
19091,9.06E+17,2677927273
19100,2677927273,8.88E+17
19103,8.63E+17,56768257
19109,16106584,16106584
19122,3018803003,9.15E+17
19123,7.57E+17,56768257
19129,2779621147,56768257
19131,2541223472,7.71E+17
19140,439267102,7.97E+17
19149,3094232415,8.07E+17
19152,8.48E+17,7.97E+17
19157,205833362,16106584
19163,229841284,229841284
19165,294236607,294236607
19177,9.00E+17,56768257
19182,14301286,19550262
19185,229841284,229841284
19186,2983883508,7.97E+17
19192,229841284,8.91E+17
19196,1239875396,7.17E+17
19201,8.32E+17,7.97E+17
19207,1556628348,19247844
19213,191816087,16106584
19214,8.44E+17,7.01E+17
19215,1239875396,7.17E+17
19223,7.90E+17,7.71E+17
19224,8.18E+17,56768257
19230,3027913952,7.97E+17
19235,1262818855,56768257
19270,21122332,7.62E+17
19278,9.19E+17,56768257
19285,9.17E+17,159708757
19290,8.88E+17,7.97E+17
19296,20776597,7.71E+17
19298,7.73E+17,56768257
19303,114605310,56768257
19310,40841522,56768257
19313,22166232,7.97E+17
19316,1239875396,7.17E+17
19328,7.80E+17,56768257
19330,8.81E+17,56768257
19333,7.63E+17,7.97E+17
19341,396607221,56768257
19343,9.13E+17,56768257
19359,1960743260,2951963678
19362,251041787,7.97E+17
19365,8.98E+17,7.71E+17
19368,7.44E+17,9.13E+17
19372,105970593,7.97E+17
19373,8.23E+17,2951963678
19383,2975073528,7.71E+17
19394,4118568983,4893274648
19399,379000801,7.71E+17
19401,2814040284,2814040284
19402,2814040284,2814040284
19408,7.85E+17,56768257
19409,8.38E+17,7.71E+17
19414,9.15E+17,7.71E+17
19421,3310972141,16106584
19431,2603407614,56768257
19443,159382802,7.71E+17
19458,9.06E+17,16106584
19467,193698236,35231502
19490,8.82E+17,7.97E+17
19531,3710675052,393756935
19534,7.08E+17,7.97E+17
19544,23931804,8.05E+17
19550,4867030325,7.97E+17
19551,3264386295,226346115
19556,8.07E+17,8.07E+17
19559,3425279217,16106584
19564,8.26E+17,7.97E+17
19569,8.70E+17,7.97E+17
19570,3033614371,16106584
19571,8.26E+17,16106584
19573,198779440,198779440
19577,3033614371,16106584
19581,2889015638,2889015638
19583,8.92E+17,8.73E+17
19585,198779440,198779440
19586,7.38E+17,2152073430
19592,8.70E+17,7.97E+17
19601,7.97E+17,7.97E+17
19602,7.97E+17,439555636
19605,95697038,95697038
19611,36760760,263288964
19615,7.97E+17,198779440
19628,159382802,56768257
19638,198779440,7.97E+17
19639,20160570,20160570
19646,1030024322,1030024322
19648,9.13E+17,7.39E+17
19650,1030024322,1053060308
19651,7.97E+17,16106584
19655,898899733,29593772
19658,14467170,7.21E+17
19660,352702634,16747981
19663,291420544,169424116
19667,1190389285,424806929
19685,25246758,2951963678
19691,1053060308,212049100
19696,1486744616,326236006
19700,1684625450,1684625450
19708,3367907675,7.39E+17
19712,29368528,61662979
19724,2858665159,2858665159
19726,188414672,606592561
19734,7.33E+17,4893274648
19735,8.83E+17,2951963678
19738,3029122823,3932513296
19741,9.08E+17,16106584
19744,197984281,16106584
19751,2858665159,606592561
19752,7.42E+17,8.28E+17
19753,3409001615,56768257
19759,4846792027,2951963678
19763,2858665159,8.66E+17
19773,1560285210,8.70E+17
19776,3063615107,4861215785
19779,4861215785,7.39E+17
19783,4218790817,4218790817
19790,598064110,16106584
19791,8.50E+17,757169850
19793,1949272500,16868991
19795,3438641261,16106584
19806,9.24E+17,2951963678
19812,4884088424,25768877
19814,8.90E+17,2951963678
19824,32677335,32677335
19826,9.18E+17,2951963678
19828,8.37E+17,16106584
19832,9.18E+17,16106584
19833,1560285210,3214130809
19838,7.65E+17,8.15E+17
19839,235739862,2951963678
19840,16068522,16106584
19844,2766054930,2951963678
19848,7.23E+17,16106584
19854,757169850,16106584
19858,7.27E+17,16106584
19863,3962688377,16106584
19865,7.55E+17,16106584
19870,8.64E+17,15383021
19872,8.72E+17,9.14E+17
19875,8.72E+17,9.14E+17
19884,274109576,8.66E+17
19887,7.55E+17,9.13E+17
19888,2766054930,105525757
19889,9.09E+17,4893274648
19894,2766054930,8.66E+17
19903,8.21E+17,4893274648
19904,8.44E+17,7.97E+17
19905,2842214520,2560382833
19906,474609984,8.15E+17
19908,105525757,8.15E+17
19912,393756935,393756935
19915,2858665159,9.05E+17
19916,9.06E+17,7.97E+17
19918,393756935,393756935
19928,2858665159,606592561
19930,2331344983,8.66E+17
19931,1614176431,7.97E+17
19934,274109576,161163433
19946,7.50E+17,2951963678
19947,2418706076,2418706076
19948,8.36E+17,8.86E+17
19956,1190389285,56768257
19965,394886322,56768257
19981,8.86E+17,9.13E+17
19991,1242998150,9.13E+17
20003,3230388598,19685572
20048,7.59E+17,7.59E+17
20053,3146777341,8.76E+17
20060,8.05E+17,606592561
20069,1158414818,1158414818
20071,8.05E+17,8.05E+17
20074,8.05E+17,606592561
20077,35231502,35231502
20078,7.88E+17,9.13E+17
20082,2321698795,9.23E+17
20085,321301250,274991683
20095,974304685,9.13E+17
20126,3348028324,424806929
20130,3071554640,56768257
20138,8.52E+17,56768257
20143,2388365300,739607592
20173,8.66E+17,64145294
20176,9.23E+17,2321698795
20178,3713505432,433112513
20179,9.09E+17,2478660487
20180,7.85E+17,56768257
20184,9.16E+17,8.46E+17
20188,720775608,9.17E+17
20190,70816425,424806929
20192,119027883,56768257
20198,8.26E+17,2321698795
20199,396873563,8.73E+17
20200,3352406494,56768257
20225,46581397,19247844
20252,3367683683,37197577
20257,8.94E+17,2986560395
20265,3367683683,3367683683
20284,2844058193,7.39E+17
20286,3932513296,7.39E+17
20321,3232185336,8.29E+17
20325,7.89E+17,2951963678
20329,8.96E+17,16106584
20334,225071374,930178296
20342,3403753307,189928329
20349,7.93E+17,205833362
20353,8.48E+17,315341279
20354,58282687,3307670633
20356,205833362,8.68E+17
20357,205833362,8.68E+17
20358,193698236,3004346018
20389,2423373294,16106584
20403,3069212246,4825855639
20425,289712461,76181029
20428,1291941146,1291941146
20436,2405403886,8.29E+17
20438,50074999,18643437
20473,1296254912,1296254912
20481,1363448052,755387431
20484,755387431,161163433
20505,7.01E+17,8.76E+17
20526,49334220,60032981
20527,15634664,21676596
20535,2877481450,8.31E+17
20537,15634664,21676596
20538,116373042,158815850
20548,1452849596,4871132045
20561,76181029,76181029
20564,8.03E+17,31374402
20567,7.56E+17,8.06E+17
20574,2171905896,59262114
20575,2753249806,2753249806
20578,2156128286,2156128286
20588,95506280,8.56E+17
20589,15070269,49698134
20594,8.29E+17,9.03E+17
20596,1864358582,1864358582
20603,1864358582,1864358582
20616,4191974301,2919308995
20620,2741144210,16106584
20629,21853734,7.52E+17
20631,2839493257,787852411
20635,31295344,1356913268
20644,1491094638,2887988203
20645,2852724185,1676273275
20659,1518239904,166267160
20660,22540035,22540035
20668,1518239904,166267160
20669,2858665159,2997541582
20676,634338292,16906660
20680,633917851,16106584
20681,2986931200,2986931200
20689,519985383,7.12E+17
20697,2316998004,33057171
20701,1589373283,3422978644
20705,1518239904,229841284
20709,55388433,55388433
20711,9.15E+17,7.34E+17
20712,55388433,8.87E+17
20714,15644361,15644361
20736,55388433,453231114
20742,2158342332,8.76E+17
20749,446573378,446573378
20759,519985383,7.82E+17
20761,2650452864,229841284
20768,3403753307,2650452864
20769,260555178,56768257
20770,8.20E+17,9.21E+17
20781,1030024322,2951963678
20823,7.15E+17,126028024
20827,164349995,414141288
20839,414141288,8.76E+17
20844,54666674,280727266
20849,829465538,3405251764
20861,2975073528,16106584
20862,2388947027,277179712
20866,8.54E+17,7.03E+17
20874,1633760636,8.76E+17
20879,2388947027,2388947027
20891,8.86E+17,16106584
20912,3115862648,3115862648
20914,825807648,4191974301
20927,2557992329,7.58E+17
20945,7.34E+17,7.34E+17
20947,328917493,1098401288
20948,2412949434,2571342366
20961,4821118661,9.03E+17
20977,2412949434,2571342366
21000,3351297111,3351297111
21019,18523202,2889984516
21020,328917493,2774509206
21021,18523202,2889984516
21046,385383693,118241252
21055,7.08E+17,76181029
21074,3150613879,2951963678
21092,274109576,429523010
21096,18523202,2889984516
21100,1100999599,1100999599
21141,3832388953,8.43E+17
21148,9.09E+17,9.09E+17
21149,389001829,16106584
21154,915714204,76181029
21155,2521161222,2681474306
21156,2933311775,15070269
21158,93949976,14522617
21167,117966709,14693692
21168,3087712642,8.76E+17
21174,250271998,354658650
21178,9.20E+17,4774781723
21179,117966709,117966709
21183,117966709,14693692
21185,117966709,24291002
21198,2203308966,81331335
21219,715106384,17264476
21225,7.75E+17,8.56E+17
21229,58879383,58879383
21230,9.18E+17,7.03E+17
21239,3000368468,482388629
21248,8.56E+17,7.75E+17
21256,18692815,85646803
21260,8.51E+17,15070269
21265,3864934637,56768257
21267,2313983850,17214479
21270,354889002,7.30E+17
21273,762433496,2957712406
21280,153215361,16106584
21283,1268612959,477002167
21285,8.54E+17,16106584
21288,2833719035,8.43E+17
21290,8.21E+17,1676273275
21304,393756935,393756935
21307,2878078698,17264476
21317,8.07E+17,16106584
21328,4854462551,76181029
21337,2457668076,3306319892
21338,8.74E+17,1676273275
21344,8.75E+17,15446531
21353,199678444,16106584
21359,8.94E+17,14522617
21389,7.11E+17,16364095
21390,32349677,2247969289
21393,235532018,106692657
21403,126284939,15070269
21459,9.13E+17,7.04E+17
21463,8.28E+17,1676273275
21464,1563611642,3042879904
21470,1563611642,76181029
21482,9.03E+17,7.03E+17
21492,4821118661,25071725
21494,201290607,19217369
21495,14823491,7.86E+17
21497,201290607,8.07E+17
21514,2388947027,3033723530
21515,8.07E+17,8.07E+17
21516,7.04E+17,248478594
21526,8.66E+17,8.06E+17
21530,7.87E+17,3832388953
21532,4861760542,2875399360
21534,20445606,16042794
21535,3137835203,1676273275
21539,1665499566,1676273275
21545,57037902,1084921272
21550,9.04E+17,9.04E+17
21568,1722795805,16106584
21579,416333586,1887264847
21586,158562734,171632862
21596,2354049518,14164073
21616,1170961266,9006272
21631,4822663241,32677335
21638,8.10E+17,1612349160
21647,319011115,15070269
21651,1687001383,312725895
21666,175472962,1676273275
21677,111167436,3357675857
21678,387805000,387805000
21750,3391423107,8.78E+17
21757,50938371,2870315974
21758,519985383,76181029
21773,32677335,4822663241
21774,3357318537,444262205
21779,3357318537,3357318537
21783,3357318537,3357318537
21801,8.86E+17,76181029
21802,8.56E+17,771824011
21805,17088060,17088060
21812,519985383,932092225
21813,19884251,15343682
21821,19507726,2623690121
21825,161163433,1676273275
21831,1166107657,1676273275
21833,17088060,196412635
21838,2814040284,2814040284
21839,2814040284,2814040284
21841,2753249806,14693692
21843,9.21E+17,481207841
21848,3398294206,3398294206
21849,7.20E+17,16106584
21852,17088060,17088060
21854,1552573890,15077795
21856,4198141815,2889984516
21857,3379175200,390941970
21858,4871476249,17088060
21876,8.51E+17,24337905
21882,390941970,2277896516
21890,17264476,4303181
21891,4303181,17264476
21900,8.74E+17,8.16E+17
21902,48110911,36803580
21906,1190389285,2381494610
21909,8.16E+17,8.16E+17
21913,7.38E+17,7.03E+17
21919,8.84E+17,1676273275
21925,1190389285,17264476
21932,8.80E+17,8.80E+17
21944,1014712328,76181029
21948,519985383,310999099
21953,519985383,310999099
21961,7.56E+17,205833362
21977,3035382864,16106584
22004,519985383,2614037528
22016,35796746,155096207
22019,519985383,519985383
22022,7.55E+17,16106584
22023,8.70E+17,226346115
22025,19574238,2571342366
22026,8.70E+17,1676273275
22045,7.94E+17,8.89E+17
22053,8.06E+17,166240143
22061,7.88E+17,226346115
22067,9.21E+17,46283365
22070,9.23E+17,2386363226
22071,3119354603,16106584
22087,106340678,76181029
22098,709786405,9.03E+17